Conf. Session	Date	Time CET (Local Time)	Poster Session	Track	Board 	Paper ID	Paper Title	First Authors	Status	Authors	1st Author	2nd Author	3rd Author	4th Author	5th Author	6th Author	7th Author	8th Author	Change from 	Change to 	Complete	GT Spawn point	Authors																
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		219	Style-News: Incorporating Stylized News Generation and Adversarial Verification for Neural Fake News Detection	Wei-Yao Wang	Confirmed Virtual	Wei-Yao Wang, Yu-Chieh Chang, Wen-Chih Peng	Wei-Yao Wang	Yu-Chieh Chang	Wen-Chih Peng									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=_AkVhiZ7RHKM2czWhtH8	Wei-Yao Wang	Yu-Chieh Chang	Wen-Chih Peng														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		273	UP5: Unbiased Foundation Model for Fairness-aware Recommendation	Wenyue Hua	Confirmed Virtual	Wenyue Hua, Yingqiang Ge, Shuyuan Xu, jianchao ji, Zelong Li, Yongfeng Zhang	Wenyue Hua	Yingqiang Ge	Shuyuan Xu	jianchao ji	Zelong Li	Yongfeng Zhang						https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=q8j3-ODMTPyEngHdLDPw	Wenyue Hua	Yingqiang Ge	Shuyuan Xu	jianchao ji	Zelong Li	Yongfeng Zhang											
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		289	Syllable-level lyrics generation from melody exploiting character-level language model	Zhe Zhang	Confirmed Virtual	Zhe Zhang, Karol Lasocki, Yi Yu, Atsuhiro Takasu	Zhe Zhang	Karol Lasocki	Yi Yu	Atsuhiro Takasu								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=eL9pjBqcSF6naV9Fs-vh	Zhe Zhang	Karol Lasocki	Yi Yu	Atsuhiro Takasu													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		402	Threat Behavior Textual Search by Attention Graph Isomorphism	Chanwoo Bae	Confirmed Virtual	Chanwoo Bae, Guanhong Tao, ZHUO ZHANG, Xiangyu Zhang	Chanwoo Bae	Guanhong Tao	ZHUO ZHANG	Xiangyu Zhang								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=jI1lQMq5QOu584R4gSQB	Chanwoo Bae	Guanhong Tao	ZHUO ZHANG	Xiangyu Zhang													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Question Answering		426	Towards Evidentiality-Aware Retrieval for Abstractive Tasks: Overcoming Abstractiveness in Open-Domain Question Answering	Yongho Song	Confirmed In person	Yongho Song, Dahyun Lee, Myungha Jang, seung-won hwang, Kyungjae Lee, Dongha Lee, Jinyoung Yeo	Yongho Song	Dahyun Lee	Myungha Jang	seung-won hwang	Kyungjae Lee	Dongha Lee	Jinyoung Yeo		Conf Session 3- 03/18 - 14:00 - Poster Session A 	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=kHNoasc3RCKWlDzs-Fnv	Yongho Song	Dahyun Lee	Myungha Jang	seung-won hwang	Kyungjae Lee	Dongha Lee	Jinyoung Yeo										
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Question Answering		426	Evidentiality-aware Retrieval for Overcoming Abstractiveness in Open-Domain Question Answering	Yongho Song	Confirmed Virtual	Yongho Song, Dahyun Lee, Myungha Jang, seung-won hwang, Kyungjae Lee, Dongha Lee, Jinyoung Yeo	Yongho Song	Dahyun Lee	Myungha Jang	seung-won hwang	Kyungjae Lee	Dongha Lee	Jinyoung Yeo		Bus Meeting - 03/19 - 13:00 - Virtual GT A	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public		Yongho Song	Dahyun Lee	Myungha Jang	seung-won hwang	Kyungjae Lee	Dongha Lee	Jinyoung Yeo										
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		11	Generating Benchmarks for Factuality Evaluation of Language Models	Dor Muhlgay	Confirmed Virtual	Dor Muhlgay, Ori Ram, Inbal Magar, Yoav Levine, Nir Ratner, Yonatan Belinkov, Omri Abend, Kevin Leyton-Brown, Amnon Shashua, Yoav Shoham	Dor Muhlgay	Ori Ram	Inbal Magar	Yoav Levine	Nir Ratner	Yonatan Belinkov	Omri Abend	Kevin Leyton-Brown				https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=9CcZ8X7vR0Wt6pLapjIp	Dor Muhlgay	Ori Ram	Inbal Magar	Yoav Levine	Nir Ratner	Yonatan Belinkov	Omri Abend	Kevin Leyton-Brown	Amnon Shashua	Yoav Shoham							
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		145	Towards Context-Based Violence Detection: A Korean Crime Dialogue Dataset	Minju Kim	Confirmed Virtual	Minju Kim, Heuiyeen Yeen, Myoung-Wan Koo	Minju Kim	Heuiyeen Yeen	Myoung-Wan Koo									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=ZCGs1W_yRdiP4Fk01G6a	Minju Kim	Heuiyeen Yeen	Myoung-Wan Koo														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		196	Multi-Reference Benchmarks for Russian Grammatical Error Correction	Frank Palma Gomez	Confirmed Virtual	Frank Palma Gomez, Alla Rozovskaya	Frank Palma Gomez	Alla Rozovskaya										https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=iiNesmPGR1uDkucBCSHm	Frank Palma Gomez	Alla Rozovskaya															
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		234	WSC+: Enhancing The Winograd Schema Challenge Using Tree-of-Experts	Pardis Sadat Zahraei	Confirmed Virtual	Pardis Sadat Zahraei, Ali Emami	Pardis Sadat Zahraei	Ali Emami										https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=64frfBzXS_-RZM1FALfl	Pardis Sadat Zahraei	Ali Emami															
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		386	A Multimodal Framework to Detect Target Aware Aggression in Memes	Shawly Ahsan	Confirmed Virtual	Shawly Ahsan, Eftekhar Hossain, Omar Sharif, Avishek Das, Mohammed Moshiul Hoque, M. Ali Akber Dewan	Shawly Ahsan	Eftekhar Hossain	Omar Sharif	Avishek Das	Mohammed Moshiul Hoque	M. Ali Akber Dewan						https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=MHX-YHdvRBiP7bRy23KK	Shawly Ahsan	Eftekhar Hossain	Omar Sharif	Avishek Das	Mohammed Moshiul Hoque	M. Ali Akber Dewan											
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Resources and Evaluation		467	BMX: Boosting Natural Language Generation Metrics with Explainability	Christoph Leiter	Confirmed Virtual	Christoph Leiter, Hoa Nguyen, Steffen Eger	Christoph Leiter	Hoa Nguyen	Steffen Eger									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=baQx40l3Ty-bdW6V9Ev_	Christoph Leiter	Hoa Nguyen	Steffen Eger														
Session 11	2024-03-20	14-14:45	Virtual GT B	Semantics: Lexical		332	Antonym vs Synonym Distinction using InterlaCed Encoder NETworks (ICE-NET)	Muhammad Asif Ali	Confirmed in person	Muhammad Asif Ali, Yan HU, Jianbin Qin, Di Wang	Muhammad Asif Ali	Yan HU	Jianbin Qin	Di Wang					Session 8 - 03/19 - 16:00 - In Person C	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=7N2PcgNjRHqGTeuH0C51	Muhammad Asif Ali	Yan HU	Jianbin Qin	Di Wang													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Sentiment Analysis, Stylistic Analysis and Argument Mining		59	Modeling Aspect Sentiment Coherency via Local Sentiment Aggregation	Heng Yang	Confirmed Virtual	Heng Yang, Ke Li	Heng Yang	Ke Li										https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=o9FfG6ceRmqktRQKh3c1	Heng Yang	Ke Li															
Session 11	2024-03-20	14 - 14:45	Virtual GT B			DEMO 47	DocChecker: Bootstrapping Code Large Language Model for Detecting and Resolving Code-Comment Inconsistencies	Anh Dau	In person	Anh Dau, Jin L.C. Guo and Nghi Bui	Anh Dau	Jin L.C. Guo and Nghi Bui							Session 9 - 03/20 - 09:00 - In Person D	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=ueFqCN-tTNSaVJ8yWdUJ	Anh Dau	Jin L.C. Guo and Nghi Bui															
Session 11	2024-03-20	14-14:45	Virtual GT B			DEMO 38	RAGAs: Automated Evaluation of Retrieval Augmented Generation	Shahul Es	In person	Shahul Es, Jithin James, Luis Espinosa Anke and Steven Schockaert	Shahul Es	Jithin James	Luis Espinosa Anke and Steven Schockaert						Conf Session 3- 03/18 - 14:00 - Poster Session A 	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=ueFqCN-tTNSaVJ8yWdUJ	Shahul Es	Jithin James	Luis Espinosa Anke and Steven Schockaert														
Session 11	2024-03-20	14-14:45	Virtual GT B			DEMO 40	NeuroPrompts: An Adaptive Framework to Optimize Prompts for Text-to-Image Generation	‫Shachar Rosenman	In person	‫Shachar Rosenman, Vasudev Lal and Phillip Howard	‫Shachar Rosenman	Vasudev Lal and Phillip Howard							Conf Session 3- 03/18 - 14:00 - Poster Session A 	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=mh0JyrdaRyq9hXoLSVf0	‫Shachar Rosenman	Vasudev Lal and Phillip Howard															
Session 11	2024-03-20	14-14:45	Virtual GT B			DEMO 8	pyTLEX: A Python Library for TimeLine EXtraction	Akul Singh	In person	Akul Singh, Jared Hummer, Mustafa Ocal and Mark Finlayson	Akul Singh	Jared Hummer	Mustafa Ocal and Mark Finlayson						Session 10 - 03/20 - 11:00 - In Person E	Session 11 - 03/20 - 14:00 - Virtual GT B	DONE on UL and in EACL 2024 Program Public	https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=BKf0XFHoS9m-wEt1OkAo	Akul Singh	Jared Hummer	Mustafa Ocal and Mark Finlayson														
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	14	302	Answering legal questions from laymen in German civil law system	Marius Büttner	Confirmed In person	Marius Büttner, Ivan Habernal	Marius Büttner	Ivan Habernal											Marius Büttner	Ivan Habernal															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	1	258	Autism Detection in Speech – A Survey	Nadine Probol	Confirmed in person	Nadine Probol, Margot Mieskes	Nadine Probol	Margot Mieskes											Nadine Probol	Margot Mieskes															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	15	376	Autoregressive Score Generation for Multi-trait Essay Scoring	Heejin Do	Confirmed in person	Heejin Do, Yunsu Kim, Gary Lee	Heejin Do	Yunsu Kim	Gary Lee										Heejin Do	Yunsu Kim	Gary Lee														
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	2	453	Backward Compatibility During Data Updates by Weight Interpolation	Raphael Schumann	Confirmed in person	Raphael Schumann, Elman Mansimov, Yi-An Lai, Nikolaos Pappas, Xibin Gao, Yi Zhang	Raphael Schumann	Elman Mansimov	Yi-An Lai	Nikolaos Pappas	Xibin Gao	Yi Zhang							Raphael Schumann	Elman Mansimov	Yi-An Lai	Nikolaos Pappas	Xibin Gao	Yi Zhang											
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	16	318	Comparing Knowledge Sources for Open-Domain Scientific Claim Verification	Juraj Vladika	Confirmed In person	Juraj Vladika, Florian Matthes	Juraj Vladika	Florian Matthes											Juraj Vladika	Florian Matthes															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	3	187	Consistent Joint Decision-Making with Heterogeneous Learning Models	Hossein Rajaby Faghihi	Confirmed in person	Hossein Rajaby Faghihi, Parisa Kordjamshidi	Hossein Rajaby Faghihi	Parisa Kordjamshidi											Hossein Rajaby Faghihi	Parisa Kordjamshidi															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	17	466	CReSE: Benchmark Data and Automatic Evaluation Framework for Recommending Eligibility Criteria from Clinical Trial Information	Siun Kim	Confirmed in person	Siun Kim, Jung-Hyun Won, David Lee, Renqian Luo, Lijun Wu, Tao Qin, Howard Lee	Siun Kim	Jung-Hyun Won	David Lee	Renqian Luo	Lijun Wu	Tao Qin	Howard Lee						Siun Kim	Jung-Hyun Won	David Lee	Renqian Luo	Lijun Wu	Tao Qin	Howard Lee										
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	18	TACL2	Do Text Simplification Systems Convey Correct Information? A Human Evaluation via Reading Comprehension	Sweta Agrawal	Confirmed in person	Sweta Agrawal, Carpuat Marine	Sweta Agrawal	Carpuat Marine											Sweta Agrawal	Carpuat Marine															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	19	294	Enhancing Society-Undermining Disinformation Detection through Fine-Grained Sentiment Analysis Pre-Finetuning	Tsung-Hsuan Pan	Confirmed in person	Tsung-Hsuan Pan, Chung-Chi Chen, Hen-Hsen Huang, Hsin-Hsi Chen	Tsung-Hsuan Pan	Chung-Chi Chen	Hen-Hsen Huang	Hsin-Hsi Chen									Tsung-Hsuan Pan	Chung-Chi Chen	Hen-Hsen Huang	Hsin-Hsi Chen													
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	20	105	Entity Linking in the Job Market Domain	Mike Zhang	Confirmed in person	Mike Zhang, Rob van der Goot, Barbara Plank	Mike Zhang	Rob van der Goot	Barbara Plank										Mike Zhang	Rob van der Goot	Barbara Plank														
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	21	67	Equipping Language Models with Tool Use Capability for Tabular Data Analysis in Finance	Adrian Theuma	Confirmed Virtual	Adrian Theuma, Ehsan Shareghi	Adrian Theuma	Ehsan Shareghi							Session 11 - 03/20 - 14:00 - Virtual GT B	Session 9 - 03/20 - 09:00 - In Person D	DONE on UL and in EACL 2024 Program Public		Adrian Theuma	Ehsan Shareghi															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	4	48	EXPLORER: Exploration-guided Reasoning for Textual Reinforcement Learning	Kinjal Basu	Confirmed In person	Kinjal Basu, Keerthiram Murugesan, Subhajit Chaudhury, Murray Campbell, Kartik Talamadupula, Tim Klinger	Kinjal Basu	Keerthiram Murugesan	Subhajit Chaudhury	Murray Campbell	Kartik Talamadupula	Tim Klinger							Kinjal Basu	Keerthiram Murugesan	Subhajit Chaudhury	Murray Campbell	Kartik Talamadupula	Tim Klinger											
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	5	472	Exploring hybrid approaches to readability: experiments on the complementarity between linguistic features and transformers	Rodrigo Wilkens	Confirmed in person	Rodrigo Wilkens, Patrick Watrin, Rémi Cardon, Alice Pintard, Isabelle Gribomont, Thomas François	Rodrigo Wilkens	Patrick Watrin	Rémi Cardon	Alice Pintard	Isabelle Gribomont	Thomas François							Rodrigo Wilkens	Patrick Watrin	Rémi Cardon	Alice Pintard	Isabelle Gribomont	Thomas François											
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	22	460	Generative Interpretation: Toward Human-Like Evaluation for Educational Question-Answer Pair Generation	Hyeonseok Moon	Confirmed in person	Hyeonseok Moon, Jaewook Lee, Sugyeong Eo, Chanjun Park, Jaehyung Seo, Heuiseok Lim	Hyeonseok Moon	Jaewook Lee	Sugyeong Eo	Chanjun Park	Jaehyung Seo	Heuiseok Lim							Hyeonseok Moon	Jaewook Lee	Sugyeong Eo	Chanjun Park	Jaehyung Seo	Heuiseok Lim											
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	6	458	Gradient-Based Language Model Red Teaming	Nevan Wichers	Confirmed in person	Nevan Wichers, Carson Denison, Ahmad Beirami	Nevan Wichers	Carson Denison	Ahmad Beirami										Nevan Wichers	Carson Denison	Ahmad Beirami														
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	7	227	Learning High-Quality and General-Purpose Phrase Representations	Lihu Chen	Confirmed in person	Lihu Chen, Gael Varoquaux, Fabian M. Suchanek	Lihu Chen	Gael Varoquaux	Fabian M. Suchanek										Lihu Chen	Gael Varoquaux	Fabian M. Suchanek														
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	23	320	LegalLens: Leveraging LLMs for Legal Violation Identification in Unstructured Text	Dor Bernsohn	Confirmed in person	Dor Bernsohn, Gil Semo, Yaron Vazana, Gila Hayat, Ben Hagag, Joel Niklaus, Rohit Saha, Kyryl Truskovskyi	Dor Bernsohn	Gil Semo	Yaron Vazana	Gila Hayat	Ben Hagag	Joel Niklaus	Rohit Saha	Kyryl Truskovskyi					Dor Bernsohn	Gil Semo	Yaron Vazana	Gila Hayat	Ben Hagag	Joel Niklaus	Rohit Saha	Kyryl Truskovskyi									
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	24	308	Leveraging ChatGPT in Pharmacovigilance Event Extraction: An Empirical Study	ZHAOYUE SUN	Confirmed in person	ZHAOYUE SUN, Gabriele Pergola, Byron C Wallace, Yulan He	ZHAOYUE SUN	Gabriele Pergola	Byron C Wallace	Yulan He									ZHAOYUE SUN	Gabriele Pergola	Byron C Wallace	Yulan He													
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	25	35	Like a Good Nearest Neighbor: Practical Content Moderation and Text Classification	Luke Bates	Confirmed in person	Luke Bates, Iryna Gurevych	Luke Bates	Iryna Gurevych											Luke Bates	Iryna Gurevych															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	26	23	LLM Comparative Assessment: Zero-shot NLG Evaluation through Pairwise Comparisons using Large Language Models	Adian Liusie	Confirmed In person	Adian Liusie, Potsawee Manakul, Mark Gales	Adian Liusie	Potsawee Manakul	Mark Gales										Adian Liusie	Potsawee Manakul	Mark Gales														
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	27	270	MAPLE: Micro Analysis of Pairwise Language Evolution for Few-Shot Claim Verification	Xia Zeng	Confirmed in person	Xia Zeng, Arkaitz Zubiaga	Xia Zeng	Arkaitz Zubiaga											Xia Zeng	Arkaitz Zubiaga															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	8	319	Measuring Uncertainty in Neural Machine Translation with Similarity-Sensitive Entropy	Julius Cheng	Confirmed In person	Julius Cheng, Andreas Vlachos	Julius Cheng	Andreas Vlachos											Julius Cheng	Andreas Vlachos															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	28	291	Monolingual or Multilingual Instruction Tuning: Which Makes a Better Alpaca	Pinzhen Chen	Confirmed in person	Pinzhen Chen, Shaoxiong Ji, Nikolay Bogoychev, Andrey Kutuzov, Barry Haddow, Kenneth Heafield	Pinzhen Chen	Shaoxiong Ji	Nikolay Bogoychev	Andrey Kutuzov	Barry Haddow	Kenneth Heafield							Pinzhen Chen	Shaoxiong Ji	Nikolay Bogoychev	Andrey Kutuzov	Barry Haddow	Kenneth Heafield											
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	29	10	Next Visit Diagnosis Prediction via Medical Code-Centric Multimodal Contrastive EHR Modelling with Hierarchical Regularisation	Heejoon Koo	Confirmed in person	Heejoon Koo	Heejoon Koo												Heejoon Koo																
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	30	80	NNOSE: Nearest Neighbor Occupational Skill Extraction	Mike Zhang	Confirmed in person	Mike Zhang, Rob van der Goot, Min-Yen Kan, Barbara Plank	Mike Zhang	Rob van der Goot	Min-Yen Kan	Barbara Plank									Mike Zhang	Rob van der Goot	Min-Yen Kan	Barbara Plank													
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	9	424	Non-Exchangeable Conformal Language Generation with Nearest Neighbors	Dennis Thomas Ulmer	Confirmed in person	Dennis Thomas Ulmer, Chrysoula Zerva, Andre Martins	Dennis Thomas Ulmer	Chrysoula Zerva	Andre Martins										Dennis Thomas Ulmer	Chrysoula Zerva	Andre Martins														
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	10	401	Parameter-Efficient Fine-Tuning: Is There An Optimal Subset of Parameters to Tune?	Max Ploner	Confirmed in person	Max Ploner, Alan Akbik	Max Ploner	Alan Akbik											Max Ploner	Alan Akbik															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	11	281	Polarized Opinion Detection Improves the Detection of Toxic Language	John Pavlopoulos	Confirmed in person	John Pavlopoulos, Aristidis Likas	John Pavlopoulos	Aristidis Likas											John Pavlopoulos	Aristidis Likas															
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	12	79	PRILoRA: Pruned and Rank-Increasing Low-Rank Adaptation	Nadav Benedek	Confirmed in person	Nadav Benedek, Lior Wolf	Nadav Benedek	Lior Wolf											Nadav Benedek	Lior Wolf															
Session 9	2024-03-20	9-10:30	In-Person D	NLP Applications	31	192	Reconstruction of Ancient Hebrew and Aramaic Texts Using Transformers	Niv Fono	Confirmed in person	Niv Fono, Harel Moshayof, Eldar Karol, Itai Assraf, Mark Last	Niv Fono	Harel Moshayof	Eldar Karol	Itai Assraf	Mark Last								Niv Fono	Harel Moshayof	Eldar Karol	Itai Assraf	Mark Last												
Session 9	2024-03-20	9-10:30	In-Person D	Machine Learning for NLP	13	393	Should I try multiple optimizers when fine-tuning a pre-trained Transformer for NLP tasks? Should I tune their hyperparameters?	Nefeli Gkouti	Confirmed In person	Nefeli Gkouti, Prodromos Malakasiotis, Stavros Toumpis, Ion Androutsopoulos	Nefeli Gkouti	Prodromos Malakasiotis	Stavros Toumpis	Ion Androutsopoulos									Nefeli Gkouti	Prodromos Malakasiotis	Stavros Toumpis	Ion Androutsopoulos													
Session 9	2024-03-20	9-10:30	In-Person D		D-2	DEMO 6	kNN-BOX: A Unified Framework for Nearest Neighbor Generation	Wenhao Zhu	In person	Wenhao Zhu, Qianfeng Zhao, Yunzhe Lv, Shujian Huang, Siheng Zhao, Sizhe Liu and Jiajun CHEN	Wenhao Zhu	Qianfeng Zhao	Yunzhe Lv	Shujian Huang	Siheng Zhao	Sizhe Liu and Jiajun CHEN							Wenhao Zhu	Qianfeng Zhao	Yunzhe Lv	Shujian Huang	Siheng Zhao	Sizhe Liu and Jiajun CHEN											
Session 9	2024-03-20	9-10:30	In-Person D		D-4	DEMO 14	NESTLE: a No-Code Tool for Statistical Analysis of Legal Corpus	Kyoungyeon Cho	In person	Kyoungyeon Cho, Seungkum Han, Young Rok Choi and Wonseok Hwang	Kyoungyeon Cho	Seungkum Han	Young Rok Choi and Wonseok Hwang										Kyoungyeon Cho	Seungkum Han	Young Rok Choi and Wonseok Hwang														
Session 9	2024-03-20	9-10:30	In-Person D		D-1	DEMO 35	GeospaCy: A tool for extraction and geographical referencing of spatial expressions in textual data	Syed Mehtab Alam	In person	Syed Mehtab Alam, Elena Arsevska, Mathieu Roche and Maguelonne Teisseire	Syed Mehtab Alam	Elena Arsevska	Mathieu Roche and Maguelonne Teisseire										Syed Mehtab Alam	Elena Arsevska	Mathieu Roche and Maguelonne Teisseire														
Session 9	2024-03-20	9-10:30	In-Person D		D-3	DEMO 42	MEGAnno+: A Human-LLM Collaborative Annotation System	Hannah Kim	In person	Hannah Kim, Kushan Mitra, Rafael Li Chen, Sajjadur Rahman and Dan Zhang	Hannah Kim	Kushan Mitra	Rafael Li Chen	Sajjadur Rahman and Dan Zhang									Hannah Kim	Kushan Mitra	Rafael Li Chen	Sajjadur Rahman and Dan Zhang													
